DATE,mac_dl_cqi,mac_dl_mcs,mac_dl_ok,mac_dl_nok,mac_dl_brate,ue_ident
2022-01-01 00:00:00.423,8,6,2,0,73244,82
2022-01-01 00:00:00.424,8,9,5,0,340888,82
2022-01-01 00:00:00.425,8,6,1,0,68888,82
2022-01-01 00:00:00.426,7,7,49,1,3537866,82
2022-01-01 00:00:00.427,6,5,73,4,4081333,82
2022-01-01 00:00:00.428,7,5,5,0,80977,82
2022-01-01 00:00:00.429,8,11,1,0,5600,82
2022-01-01 00:00:00.430,8,7,1,0,7911,82
2022-01-01 00:00:00.431,7,6,1,0,6666,82
2022-01-01 00:00:00.432,7,7,1,0,68888,82
2022-01-01 00:00:00.433,8,6,1,0,6666,82
2022-01-01 00:00:00.434,7,7,19,0,1292134,82
2022-01-01 00:00:00.435,6,5,53,2,2825422,82
2022-01-01 00:00:00.436,6,4,58,1,2448711,82
2022-01-01 00:00:00.437,6,5,54,2,2573688,82
2022-01-01 00:00:00.438,7,5,2,0,19200,82
2022-01-01 00:00:00.439,8,7,1,0,7911,82
2022-01-01 00:00:00.440,8,6,1,0,6741,82
2022-01-01 00:00:00.441,8,7,2,0,81244,82
2022-01-01 00:00:00.442,7,6,5,0,327120,82
2022-01-01 00:00:00.443,8,7,3,1,153617,82
2022-01-01 00:00:00.444,8,5,1,0,5600,82
2022-01-01 00:00:00.445,7,10,20,1,1845511,82
2022-01-01 00:00:00.446,8,9,3,0,259146,82
2022-01-01 00:00:00.447,8,7,1,0,24622,82
2022-01-01 00:00:00.448,8,6,1,0,6666,82
2022-01-01 00:00:00.449,8,10,4,0,333688,82
2022-01-01 00:00:00.450,7,10,15,0,1356000,82
2022-01-01 00:00:00.451,7,9,40,2,3152175,82
2022-01-01 00:00:00.452,6,5,64,1,3157033,82
2022-01-01 00:00:00.453,7,6,65,6,3507466,82
2022-01-01 00:00:00.454,6,4,56,3,2373866,82
2022-01-01 00:00:00.455,6,4,49,3,1839560,82
2022-01-01 00:00:00.456,7,6,1,0,13752,82
2022-01-01 00:00:00.457,8,0,1,0,7824,82
2022-01-01 00:00:00.458,8,6,1,0,6741,82
2022-01-01 00:00:00.459,7,10,19,0,1635428,82
2022-01-01 00:00:00.460,6,6,48,0,3084622,82
2022-01-01 00:00:00.461,6,5,51,3,2941573,82
2022-01-01 00:00:00.462,5,3,40,1,1485244,82
2022-01-01 00:00:00.463,8,0,1,0,14311,82
2022-01-01 00:00:00.464,8,6,1,0,6593,82
2022-01-01 00:00:00.465,8,9,4,0,333333,82
2022-01-01 00:00:00.466,7,8,30,4,2373511,82
2022-01-01 00:00:00.467,6,6,55,1,3381626,82
2022-01-01 00:00:00.468,7,5,24,1,1178311,82
2022-01-01 00:00:00.469,8,5,1,0,5600,82
2022-01-01 00:00:00.470,8,7,1,0,7824,82
2022-01-01 00:00:00.471,7,5,1,0,8719,82
2022-01-01 00:00:00.472,8,6,1,0,6666,82
2022-01-01 00:00:00.473,8,11,4,0,334202,82
2022-01-01 00:00:00.474,8,6,2,0,79296,82
2022-01-01 00:00:00.475,8,11,1,0,5600,82
2022-01-01 00:00:00.476,7,11,31,0,3272622,82
